	ids	body	Uncertainity of Post_Diagnosis	Results and Side-Effects Observed	Medical Assistance	Diet and Maintenance	Information Source	Concepts
866	LIPITOR.628.txt	No noticeable side effects. Lowered cholesterol and triglycerides . 	0	1	0	0	0	side effects|cholesterol|cholesterol|triglycerides
867	LIPITOR.768.txt	No side effects whatsoever. Cholesterol down to 102. 	0	1	0	0	0	side effects|Cholesterol
868	LIPITOR.802.txt	None whatsoever. Cholesterol dropped from 180 (January 2005) to 123 (April 2005). LDL dropped to within normal range. 	0	1	0	0	0	Cholesterol|normal|None|range|range
869	LIPITOR.945.txt	I have had unexplained fatigue (sleeping 11-12 hours a night, and still having no energy all day)since starting Lipitor 2 years ago; my new doctor did a new test and said my SED rate is high- he suspects it is the Lipitor and told me to go off it immediately. I don't know if this is the problem, but after reading this site I will not take a statin drug again. I also have short term memory loss, and an unexplained cough. Sure, it lowers cholesterol, but I am a zombie. 	0	1	1	0	0	short term memory loss|I don't know|problem|energy|new|2 years|cough|sleeping|fatigue|Lipitor|statin|cholesterol|Lipitor|drug|statin|lowers|cholesterol|test|immediately|said|lowers
870	LIPITOR.970.txt	pain!!!!! I felt like I had sever arthritic condition. even tried two times per week with same results. tried other statins with same side effect . presently on crestor one time per week with occasional side effect of mild pain. MD said one time a week can be very effective for patients that have reaction to statins. Have not had bloodwork as yet to see if helped. 	0	1	1	0	0	condition|said|mild pain|effect|very effective|presently|crestor|arthritic|statins|crestor|arthritic|statins|sever|pain|like|reaction|week|see
871	ARTHROTEC.24.txt	I have taken 6 pills in the past (75mg each), but the side effect I had from my last pill was awful. It induced severe vaginal cramps without bleeding about 2 hours after I took the medication. I ended up having to take additional medication to get rid of the cramps (pamprin) so that I could sleep. Sat on the bathroom for 30 minutes. If I knew I would have went to bed with a sore knee instead - it hurt less than the cramps. This is the only anti-inflammatory drug that helps for my knee pain/inflammation and its reliable in that. I take it infrequently, once every several months and 1 pill is often enough for me. 	0	1	1	0	0	medication|reliable|months|knee pain|cramps|sore|bleeding|vaginal|knee|effect|sleep|drug|rid|anti-inflammatory|ended|rid|ended|severe|often|30 minutes|inflammation
872	VOLTAREN.34.txt	It only took three pills only one a day to realize that the side effects can be quite dangerous. On the first night my heart was thumping pretty hard all night and weird chest pains. On second night same thing plus pain in my kidney area as well as stomach. The third night was all of the night before plus nausea and skin irritation. The side effects quit after 4rth night. Volteren did nothing to help my arm. Even with a full stomach, this pill can be very hard to handle. Side effects can easily bring you closer to the grave. 	0	1	0	0	0	skin irritation|nothing|easily|side effects|Side effects|stomach|kidney|heart|arm|nausea|pains|pain|chest|help|day|very hard
873	LIPITOR.337.txt	Left shoulder pain and right hip and muscle pain over 3 weeks. I'm a physician and initially figured the pain was sports related (although being right handed, I was suspicious about the unilateral left shoulder pain). I stuck it out for 3 weeks until I had a significant limp. Then stopped Lipitor 3 days ago and noticed a very significant mitigation of the pain - about 80% resolved already. The drug worked wonders on cholesterol (down 80 in 4 months), but I'll be starting an alternative shortly. 	0	1	0	0	0	left shoulder pain|muscle pain|pain|Left shoulder|right hip|right handed|Lipitor|cholesterol|Lipitor|drug|cholesterol|limp|related|suspicious|mitigation|4 months|physician|resolved
874	LIPITOR.95.txt	Since taking the smaller round tablet I have been having leg cramps. I have confirmed this by not taking for two days at a time then taking them. Usually the cramps start that night after resuming the new smaller tablet. My guess is there has been a change in method of manufacture or supplier. I will seek out a natural way to reduce my cholesterol. By the blood test results this drug does not increase my HDL, both HDL and LDL readings are less than 2. Australia and New Zealand measurement. 	0	1	0	1	0	blood test results|leg cramps|cramps|confirmed|Usually|new|manufacture|method|start|tablet|drug|cholesterol|cholesterol|measurement
875	LIPITOR.348.txt	Definitely short term memory issues, but I'm 44 and I suppose it could be part of menopause on its way. lowered overall cholesterol and my hdl went up to 59 from 35, and triglycerides went down but not enough. LDL down too but not enough so taking higher dose now. Worked like a champ at 10 mg for first two years. Now switched from GP to cardiologist and he's upped it to 40 mg so will see. have only taken 3 tablets since new dosage.  	1	1	1	0	0	Definitely|memory|new|triglycerides|switched|like|see|cholesterol|cholesterol|menopause
876	LIPITOR.22.txt	abdominal cramping, gas. My cholestrol was lowered from 267 to 175. I went from 20mg to 10 mg and it is still low. 	0	1	0	0	0	abdominal cramping|gas|low
877	LIPITOR.219.txt	I was taking this medication for 2 months. Intense pain in both calves and thighs when walking only a few blocks. Pain in lower back, forearms and left shoulder. I thought I was getting PAD. I couldn't climb stairs or walk while shopping with my wife. I needed to rest every few minutes. I don't even have high cholesterol, but my cardiologist suggested I take Lipitor as a preventitive treatment. I'm glad I found this site. I have stopped taking it for 3 days now, but pain persists. 	1	1	0	0	1	high cholesterol|Pain|2 months|left shoulder|lower back|thighs|climb stairs|medication|treatment|minutes|forearms|Lipitor|Lipitor|blocks|pain|PAD|shopping
878	LIPITOR.889.txt	extreme muscle pain. avoid this drug. do your research.  	0	1	0	0	0	muscle pain|drug
879	VOLTAREN.25.txt	8 hours after taken voltaren, I had a severe allergic reaction. My skin felt like it was moving, and the itch on my head, genitals and lips was excruciating. My lips started to swell, then my tongue. Luckily I had an epipen in the medicine cupboard, and that saved me. I had taken this medication many times before for gout and a bit of arthritis. This was the first time I had the reaction. I am now severely allergic to NSAIDs. 	1	1	1	0	0	allergic reaction|medication|voltaren|epipen|voltaren|epipen|NSAIDs|medicine|genitals|tongue|lips|severely|swell|itch|arthritis|moving|epipen|like|reaction|head|gout|severe
880	ARTHROTEC.26.txt	After taking the drug for 7 years, i've suddenly developped diarrhea, nausea, loss of apetite, stomach cramps. I've had these symptoms for 4 weeks and i've just realised it could be side effects from arthotec. The problem is if i stop arthrotec I become paralysed by back pain. Seeing the doctor next week. But not sure if my symptoms are due to the drug as i've been on it for so long with no side effects. After trying several NSAIDs with side effects, I finally discovered arthrotec which relieved the pain and no side effects. I usually take 1 or 2 a day and when the pain gets really bad increase it to 3 a day for one or two weeks. 	0	1	1	0	0	stomach cramps|nausea|pain|symptoms|side effects|arthrotec|arthotec|arthrotec|arthotec|NSAIDs|drug|problem|1 or 2|paralysed|not sure|back|week|day|diarrhea|loss of apetite
881	LIPITOR.516.txt	10 mg lowered my cholesterol in the first 6 months. Continues to decrease with each blood test. Risk factor is down to 2.2. 	0	1	0	0	0	blood test|Risk factor|decrease|cholesterol|cholesterol|months
882	LIPITOR.914.txt	Hip, leg,shoulder pain. Developed limp on left side. Stiffness in morning and after sitting. Extreme fatigue. Depression. Difficulty sleeping. I was told there were no side effects when first put on statins and did not suspect my ailments were related. Upon discontinuing Lipitor, I began to improve almost immediately--less pain and stiffness, more energy and improved sleep quality. This is a life altering drug that should be carefully and objectively evaluated. I would not recommend it to anyone. 	0	1	0	0	0	Difficulty sleeping|shoulder pain|Stiffness|stiffness|ailments|fatigue|pain|sleep quality|improved|energy|limp|sitting|improve|related|side effects|Depression|Extreme|immediately|objectively|Lipitor|statins|Lipitor|drug|statins|Hip|leg|evaluated
883	LIPITOR.518.txt	Tight throat, holding water. Second time I am trying to live with Lipitor. First time was bad, I went with another product which sent me to the emergency room twice, it suffocated me. Then I switched to another one which was worse then the second one, kidneys hurt, bladder infection, black outs. Now I'm back on 20mg Lipitor and will take them regardless of side effects. I have low tolerance to any medications, taking the Lipitor at night so I sleep through most side effects. 	0	1	1	0	0	bladder infection|side effects|medications|Lipitor|water|suffocated|black outs|emergency|worse|sleep|switched|tolerance|Lipitor|kidneys|throat|water|back|low
884	ARTHROTEC.138.txt	The only side effect that I experienced was the hungry feeling in my stomach ;however I have no complaints, just praise ! Deborah McCready. 	0	1	0	0	0	complaints|effect|feeling|experienced|stomach|hungry
885	LIPITOR.874.txt	memory problems, depression, muscle aches, joint pain, exercise intolerance, transient global amnesia. 	0	1	0	0	0	transient global amnesia|depression|exercise intolerance|memory|problems|muscle aches|joint pain
886	LIPITOR.849.txt	After three months on Lipitor, I started to feel like an airhead -- slightly dizzy virtually all the time and frequently unable to think clearly. I actually started to wonder if I were developing early Alzheimer's (I'm 58). After five months, I developed severe pain in my thighs and knees and I'm exhausted all the time. So far my blood tests have been normal, but now that I've read these posts, I'm going to stop taking Lipitor. It did lower my total cholesterol from 235 to 200. 	0	1	0	0	0	total cholesterol|severe pain|unable|slightly|blood tests|exhausted|dizzy|Lipitor|Lipitor|thighs|normal|months|think|feel|like|knees|developed|virtually
887	LIPITOR.468.txt	Started on lipitor about 6 months ago. 2-3 weeks ago I went to MD with sore neck/arms (especially left) feeling of breathlessness and anxiety, feeling like something was going to happen. MD told me I was depressed and said Lipitor was not the problem. I decided to do some research myself and found this website. I immediately stopped taking lipitor a day ago and am experiencing weakness in both arms especially left. I am very jittery and tingly and itchy. I feel like I am climbing the walls. This is a terrible medicine!!! I will never take it again!! It should be taken off the shelves!!!. 	1	1	1	0	1	breathlessness|weakness|sore|depressed|anxiety|climbing|problem|itchy|decided|lipitor|Lipitor|lipitor|Lipitor|medicine|feeling|like|feel|website|day|immediately|months|shelves|neck|arms|said
888	SOLARAZE.3.txt	Side effects were minimal, affected areas dryed up and fell off. 	0	1	0	0	0	Side effects
889	LIPITOR.974.txt	leg pain, loss of memory, loss of libido and lack of sleep. 	0	1	0	0	0	loss of memory|loss of libido|sleep|leg pain
890	LIPITOR.121.txt	Unusually fatigued in afternoon. Felt lazy and unmotivated to do anything. Went off them cold turkey early May and rededicated myself to a low carb/paleo diet. Now focusing on TRIG/HDL ratio, TRIGlyceride levels, and keeping blood sugar in acceptable range. Ratios and numbers have significantly improved and weight has dropped another 15 lbs although LDL has gone up (probably due to increase in dietary saturated fats). Will retest (out of pocket) in a few months to see if my numbers improve. Fatigue and laziness is gone and afternoon energy levels are high (as indicated by no yawning!). 	0	1	1	1	0	energy levels|improved|probably|yawning|improve|cold turkey|fatigued|laziness|Fatigue|low|Ratios|months|weight|retest|blood|sugar|fats|sugar|fats|range|Will|see|range
891	LIPITOR.1.txt	Muscle pain, leg cramps, fatigue, irritable, pain in feet, neuropathy. I have stopped this medication a couple of times and my doctor keeps insisting I take it, rather then alternative medications. I'm getting off of this stuff after reading so many people are having similiar side-effects. Doctors need this information!. 	0	1	0	0	0	Muscle pain|effects|medications|leg cramps|fatigue|pain|medication|information|feet|couple|neuropathy|irritable
892	LIPITOR.26.txt	Extreme fatigue and general weak feeling overall like I have never experienced EVER in my entire life before. In all honestly, I feel as though my sense of well being has taken a sudden decline after taking this medication for only two weeks. I intend to phone my M.D. this morning about discontinuing this medication. 	0	1	1	0	0	weak feeling|fatigue|medication|Extreme|like|feel|experienced
893	LIPITOR.944.txt	I took Lipitor for 6 weeks and noticed extreme dehydration and extremely dry eyes. My eyes are so dry that they stick to the eyelids at night and I am getting microabrasions on them - very painful. Additionally, despite eating a pure fiber diet to lower my cholesterol, the medicine has made me extremely constipated. I have been off now for 5 days. The constipation is starting to go away as are the dry eyes although they are still quite painful. I have started the Blood Type Diet for my blood type (A) and will lower my cholesterol naturally since I cannot fathom being on Lipitor after my experience with it. I would not recommend this medicine to anyone. 	0	1	0	1	0	constipated|dry eyes|painful|Blood Type|blood type|experience|Lipitor|fiber|cholesterol|Lipitor|fiber|cholesterol|medicine|eyelids|eyes|eating|Diet|constipation|extremely|dehydration
894	LIPITOR.403.txt	I have been on this medication for approximately two years and it has been very affective in lowering my cholesterol; however, I did notice that I became depressed with intermittent muscle pain. I recently mentioned this to my physician and asked if he knew if this particular medication causes these symptoms as all my blood studies for liver function, etc have been normal. I decided to stop the Lipitor and within a few days I felt so much better. I will call him tomorrow and ask if I can be switched to another medication. It is a very effective medication, but obviously has its problems as indicated by those patients who had very similar effects. 	0	1	0	0	0	muscle pain|symptoms|medication|normal|depressed|function|tomorrow|Lipitor|cholesterol|tomorrow|Lipitor|cholesterol|studies|blood|liver|lowering|problems|much better|effects|very effective|intermittent|switched|decided|physician
895	LIPITOR.847.txt	severe edema of lower extremities that got worse when walking/exercising/sitting/standing, vision problems, muscle weakness (lift weights every day but couldn't open a bottle of water), shoulder pain (every morning regardless of sleeping position), numbness on left side, rapid pulse, productive cough, poor coordination while walking (kept bumping into things), light-headedness (hurt to hold my head up or turn my head from side to side and that made driving real difficult), 25% weight gain (due to doctor-recommended eating to relieve light-headedness). diuretics taken to relieve edema caused cholesterol to go higher and M.D. recommended more Lipitor which made the edema worse and so on; got off that downward spiral 2 months ago and cholesterol went right back up to 300+ within a week but I'll take my chances and try to find some way other than statins so I can get some quality of life back. 	0	1	0	0	0	edema of lower extremities|productive cough|turn head|side to side|rapid pulse|difficult|numbness|worse|poor coordination|problems|sitting|position|2 months|right|light-headedness|quality of life|shoulder pain|muscle weakness|diuretics|Lipitor|water|statins|cholesterol|sleeping|vision|eating|Lipitor|statins|cholesterol|weight|weights|water|edema|lift|head|back|week|day|severe|standing
896	LIPITOR.509.txt	muscle spasms, body aches, itching. 	0	1	0	0	0	muscle spasms|aches|itching
897	LIPITOR.598.txt	extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes. Have been taking 10 mg of lipitor for 8 months. Also on strict low cholesterol diet and taking magnesium, omega 3, olive oil. Lowered LDL from 186 to 80 and total cholesterol from 260 to 130. have also lost 40 lbs. Heart doctor says I should continue taking lipitor because it is good for the arterial walls and heart. However, because of increasing bad side effects (especially extreme tiredness and general feeling of malais) am going to discontinue use and maintain strict diet and exercise. Benefits of Lipitor on cholesterol levels have been very good but am increasingly concerned about long term side effects. 	0	1	0	1	0	short term memory loss|low cholesterol diet|and exercise|cholesterol levels|total cholesterol|extreme fatigue|hip pain|cramping|malais|muscle weakness|increasing|side effects|lipitor|omega 3|Lipitor|oil|lipitor|omega 3|Lipitor|oil|magnesium|omega 3|feeling|olive|Heart|heart|toes|arterial walls|strict diet|discontinue|magnesium|tiredness|months
898	LIPITOR.622.txt	Made a BIG improvement in cholesterol and triglycerides, but in the three years I've been on it have had extreme fatigue, muscle weakness, depression. In recent months I've had chronic elbow pain in both arms. It just occurred to me that it might be the Lipitor and this site has convinced me. I just threw away a bottle with 10 pills remaining and am going to continue with my diet and exercise. Hope my energy level returns. 	1	1	0	1	1	extreme fatigue|elbow pain|muscle weakness|energy level|improvement|triglycerides|depression|Lipitor|cholesterol|Lipitor|cholesterol|arms|Hope|and exercise|months
899	LIPITOR.641.txt	I took Lipitor for about 2 months two years ago and it completely changed my life. My muscles and nerves have suffered from this. I have been diagnosed with fatty liver, leaky heart valves, goiter, neuropthy in both feet since that time. Before I stopped the Lipitor I ended up in the ER with a pulse of 156 and chest pains. I was a nail tech and needless to say that will never be again with the weakness in my arms. I would not give this to my worse enemy. 	0	1	1	0	0	heart valves|nerves|liver|feet|nail|diagnosed|suffered|weakness|pains|Lipitor|ended|Lipitor|ended|goiter|pulse|chest|arms|worse|completely|2 months|changed|needless
900	LIPITOR.255.txt	Intermittent temperature elevation, chronic diarrhea, and severe joint aches similar to abdominal flu symptoms. Lasted the duration of my Lipitor history (6 weeks). Of note is my history of cholecystectomy (10 years ago) and osteoarthritis. 	0	1	0	0	0	temperature elevation|aches|chronic diarrhea|flu symptoms|and osteoarthritis|abdominal|Lipitor|Lipitor|duration|history|Intermittent|note|severe|cholecystectomy (10
901	LIPITOR.830.txt	did you know that these. ALL side effects noted on the pharma labels happen, but taking one's appetite for sex away is VERY scary!!!. 	0	1	0	0	0	side effects|sex|appetite|labels
902	LIPITOR.969.txt	Severe pain in my calf muscles in my legs started about 7 months after taking the drug. My doctor kept me on it and insisted this was a common side effect. I complained for several months and then he switched me to another drug (Crestor) and the problems persisted. He then switched me to (Zochor). Finally I informed my doctor the pain was too severe and I was stopping as I found I could not even walk in the morning! The cramps persisted for months and then I tore a tendon in my ankle and months later my knee. I have had surgery but to no avail. I still have some form of pain daily. Before Lipitor I was in excellent shape and exercised regularly with no issues at all. I have never been the same. By the way 10Mg of Lipitor lowered my cholesterol 100 points but it was not worth it. This drug ruined my life!. Stop taking at first sign of muscle pain!. 	0	1	0	0	0	pain in calf|muscle pain|cramps|pain|first sign|Severe|common|months|stopping|stopping|Crestor|Lipitor|drug|cholesterol|Crestor|Lipitor|cholesterol|surgery|and exercised|severe|effect|and problems|informed|switched|tendon|legs|knee|ankle
903	LIPITOR.139.txt	i develop cataract some time muscle ache. great drug to control cholestrol. 	0	1	0	0	0	muscle ache|drug|control|cataract|develop
904	LIPITOR.864.txt	None, lowered my cholesterol by 47 points. Balanced my good vs bad cholesterol. 	0	1	0	0	0	None|Balanced|cholesterol|cholesterol
905	LIPITOR.544.txt	Zocor [1 yr], then Lopid [1 yr], then Lipitor [5 yrs]. muscle atrophy, legs & Arms; pain in shoulders. Discoloration of skin [blotchy] on the neck. Short term memory loss. Flatulance. Lowered LDL & trigylcerides, but also lowered HDL. Started taking 10mg of Lipitor. LDL raised about 5 points and Cardioligist doubled the dosage. Several years at 20mg really took its' toll. Stopped Lipitor, tried taking red yeast rice [natural statin] [1-600mg capsule]. RYR controlled cholesterol, but is still a statin - similar side effects. 	0	1	0	1	0	Discoloration of skin|controlled|side effects|atrophy|memory loss|shoulders|Arms|neck|Lipitor|Zocor|Lopid|statin|cholesterol|Lipitor|Zocor|Lopid|yeast|statin|cholesterol|blotchy|pain|yeast|legs
906	LIPITOR.738.txt	Extreme weakness, diarea, bluss and ititching of the face, so tired would not get out of bed to urinate, sleeping 18hrs day, blurred vision, Dizzy spells,. DO NOT TAKE THIS MEDICATION IT IS TOO DANGEROUS. 	0	1	0	0	0	Dizzy spells|MEDICATION|Extreme|day|weakness|tired|and ititching|sleeping|vision|face
907	CATAFLAM.5.txt	Cataflam Linked to Stevens Johnson Syndrome. 	1	0	0	0	0	Stevens Johnson Syndrome|Cataflam|Cataflam
908	LIPITOR.227.txt	I've been taking LIPITOR for a few years (had been on Baycol),. a couple of years ago, I began experiencing increasing joint and muscle pain that is now so severe that I am wodering if it's worth living with such pain. I'm very depressed. The pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. I've had some excruciating thigh cramps, and more recently, I have noticed a generalized weakness all over my body. It scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that I think I have to. I believe it's very dangerous stuff. 	0	1	0	0	0	generalized weakness|quality of life|thigh cramps|muscle pain|pain|climb stairs|depressed|very high|ability to walk|LIPITOR|Baycol|statin|cholesterol|LIPITOR|Baycol|drug|statin|cholesterol|scares|think|lift|couple|severe|often|increasing
909	LIPITOR.564.txt	imence pain in legs,calf,feet,cramping in legs and feet,even toes,,armpain,swelling,extreme heaviness in limbs,backache,bloody noes, high cpk, my short term memory is terrible,confusion. tingling,buzzing in limbs,big time depression. The list is endless. I seem to get a little relief and wack. Right back again. I have been off it approx 5 weeks. I have been to neurologists and had emg,bone Dr.for xrays primary Dr And now the major hospital to the big guys. I will have a more intense emg and then they will do biopsies on my limbs and thigh. not one Dr will blame Lipitor. I guess it's the forbidden word to say if it's something negetive. This stuff is definitely for everybody. By the way I was only on it approx 4 months. Sad to read so many people are suffering from side effects of this but good to know I am not nuts and I am not alone. A huge money maker so I doubt it will ever be taken off the market. I've read short term and long term users of this stuff. I am beginnig to wonder if it's just a matter of time for everyone who's on it. 	0	1	1	0	0	heaviness in limbs|cramping|backache|pain|legs and feet|limbs|legs|feet|bone|side effects|depression|suffering|swelling|memory|relief|alone|confusion|4 months|biopsies|Lipitor|Lipitor|thigh|calf|back|blame|doubt|Sad|definitely|bloody|tingling
910	LIPITOR.272.txt	Cognitive disfunction, neuropathy in my legs and hands, tinnitis, difficulty with speech, neck pain, extreme fatigue, muscle weakness and difficulty walking. I consider this to be an extremely dangerous drug. I can only hope that some day I will ever be able to lead a normal life again. 	0	1	0	0	0	difficulty walking|difficulty|able|extreme fatigue|neck pain|muscle weakness|neuropathy|speech|normal|day|extremely|hands|legs|drug|lead|hope|lead|Cognitive disfunction
911	LIPITOR.174.txt	Joint pain especially spine at 10mg.  I had this reaction before but my doctor doubted it would be the lipitor. Stopped lipitor and symptems went away. Restarted lipitor at 5 mg and after 7 days seem to be having wicked joint pain again. Will stop lipitor again and see results. By the way 10 mg dropped my LDL to 77. 	0	1	0	0	0	Joint pain|joint pain|lipitor|lipitor|wicked|spine|Will|reaction|see
912	LIPITOR.517.txt	heavy aching legs, especially in the morning. Never considered it a side effect before reading about it. Certainly nothing I can't live with unless it worsens and after 10 yrs I doubt that will happen. 4 yrs on zocor then 6 on lipitor(40mg). Cholestrol went from 300 to 200. 	1	1	0	0	0	nothing|worsens|effect|aching|doubt|zocor|zocor|legs
913	LIPITOR.551.txt	Both husband and wife on low dosage (10 mg) We are having extreme reactions to heat. When the weather is hot we both get extreme headaches. This happens with even slight temp changes/worse with high tems outside. (80 degrees is already bad) Husband starts sweating alot. Husband also has diabetes. Both have flu like symtoms. Help!! Anyone else having these problems?. 	1	1	0	0	0	headaches|sweating|worse|problems|diabetes|flu|degrees|low|starts|like|reactions
914	ARTHROTEC.54.txt	I have not experienced any of the side effects. Arthrotec helps me get through the day. 	0	1	0	0	0	side effects|Arthrotec|Arthrotec|day|experienced
915	LIPITOR.472.txt	Muscle pain in feet, shoulders, chest muscle, arms. Tingling in extremities and chronic fatigue. Headache. WHAT A PRICE TO PAY!! I have always been athletic (no, I'm not one of those dreamers that pretends I am). I bike 60+ miles a week, plus weight train twice a week. Usually, I would been sore once in a while from over-doing it, but not for days on end and not in such severity. I used a 5 pound sledge to do some work and I felt like I had severe arthritis in my right hand for at least a week and a half. I feel very bad for those of you that didn't find out until late about this junk. I didn't have any digestive problems, but did have the headache described, and as pointed out by others, nothing will help the pain. I have been off this stuff for two days now, and feeling better already. I wish you all a swift return to a high quality of life. 	1	1	0	0	0	digestive problems|quality of life|sore|pain|headache|chronic fatigue|feeling better|Muscle pain|Headache|Usually|nothing|used|arthritis|miles|very bad|5 pound|chest muscle|extremities|right hand|feet|shoulders|arms|Tingling|weight|others|week|help|like|feel|train|dreamers|severe
916	LIPITOR.808.txt	rashes - until I took it at night. then after the first year - joint pains - until I switched to 3 times a week, still at night. 	0	1	0	0	0	3 times|switched|rashes|pains|year|week
917	LIPITOR.329.txt	None that I am aware of. Used other cholesterol medication and lifestyle changes, but cholesterol did not reach normal levels until I was put on Lipitor. 	0	1	0	0	0	medication|normal|None|Lipitor|cholesterol|Lipitor|cholesterol
918	VOLTAREN.9.txt	Mild sedation. This is a GREAT drug for me. I am usually VERY affected negatively with most meds. Voltaren totally relieves my pain when nothing else worked. I take it with a meal so I don't have any stomach problems with it. It mellows me out a little but not too much. 	0	1	0	1	0	sedation|nothing|problems|negatively|too much|stomach|Mild|drug|Voltaren|pain|Voltaren
919	ARTHROTEC.3.txt	Constipation right from the start and in ladt 4 weeks extreme joint pain at night (just few hours after taking tablets). Pain so bad it disrupted my sleep co pletely. also, extreme itching on legs and arms, so bad I scrathced myself raw. mobility has DECREASED rapidly, especially when trying to go down stairs. Was warned about possibility of constipation but think doctor underestimated how severe it would get. Arthrotec was supposed to ease my pain not make it worse. Have stopped taking and immediatedly muscle/joint pain eased and sleeping much better. Have reverted to use of co-codamol to ease symptoms as required. 	1	1	0	0	0	disrupted sleep|DECREASED|mobility|itching|worse|Pain|much better|right|Constipation|required|start|constipation|immediatedly|joint pain|pain|symptoms|co-codamol|Arthrotec|Arthrotec|sleeping|think|legs|arms|severe
920	LIPITOR.278.txt	Some addedd gas/wind.  (Cont'd - Pt.2) According to my 'GP' (Dr), the UK male 'desireable target' is 5.1 mmol/litre or 196 mg/decilitre. Docs now actually like you to be lower than that if possible. In 1977 (at age 28) with a 'count' of 10mmol/L (385mg/dL), a VERY careful low-chol. diet made virtually NO difference to my count. So I went onto Zocor (new-ish then) and remained on it for 21 years, finally on a dose of 40mg/day with no real side effects - it lowered my count to 5.6mmol/L. As my count started to rise again to 7.8 in 1997 (at age 48), I switched to Lipitor, starting with 20mg/day and then 40mg/day which dropped my count A LOT to just 5.1mmol/L and with an HDL 'good cholesterol' count of 1.6. After a 3-week holiday without pills, my count rose to 10.4, so I went back onto 40mg/day of Lipitor - but my count was still only 6.7, so I put myself onto 80mg/day Lipitor and my count went down to 5.5 - this is the highest dose recommended. I've been on this. 	0	1	0	0	0	side effects|possible|new|switched|Lipitor|Zocor|Lipitor|Zocor|wind|gas|like|back|low|day|and count|good cholesterol|difference|virtually
921	LIPITOR.482.txt	Two days after starting the lipitor I felt like my insides were vibrating. I wasn't sure what caused it so continued to take the lipitor. I began getting very severe muscle pain in my left shoulder, arm and chest area. I was told by the doctor that I probably pulled a muscle. After 6 weeks of taking lipitor and constant pain and twitching I took myself off of the medication. I continue to have constant twitching and muscle aches in my legs but I've learned to deal with it. I've been off of the medication about 2 months and I'm still waiting for it to improve. 	1	1	0	0	0	pulled muscle|left shoulder|chest|muscle aches|muscle pain|pain|medication|very severe|twitching|probably|improve|2 months|continued|lipitor|lipitor|learned|like|legs|arm
922	CATAFLAM.8.txt	was given this to replace ibuprofen (possible sun sensitivity developed with ibu) but it doesn't relieve any pain for me or reduce inflammation. 	1	1	0	0	0	relieve pain|ibu|ibuprofen|relieve pain|ibu|ibuprofen|sun sensitivity|possible|given|developed|inflammation
923	LIPITOR.818.txt	Type II diabetic, formerly on oral medication but converted to insulin injections twice daily after bypass surgery. Prescribed Lipitor 40 mg/day although TC was below 200 mcg/dl. After taking drug for several months, I experienced progressive unsteasiness walking & could not stand in one place for more than a few seconds without loss of balance. Intermittent acute pain in both feet, for which I was prescribed Neurontin. Also experienced weakness in legs and knees causing some limping as well as numbness in fingers & general weakness in hands (difficulty removing gas cap on car). After accidentally running out of Lipitor, I noticed a significant improvement in balance within 2-3 days. Also found that blood glucose level dropped significantly both AM and PM after halting Lipitor. I also discontinued Neurontin and began taking coenzyme Q10 120 mg/day. I have researched Lipitor and other statin drug side effects on internet and will no longer take Lipitor or any statin drugs. Feel much better after 30 days statin-free. 	1	1	0	1	0	numbness in fingers|general weakness|acute pain|weakness|gas|blood glucose level|drug side effects|oral medication|injections|surgery|bypass|loss of balance|difficulty|diabetic|2-3 days|limping|stand|discontinued|much better|30 days|progressive|improvement|Intermittent|Prescribed|prescribed|Neurontin|Lipitor|statin|Neurontin|insulin|Lipitor|drugs|drug|statin|insulin|insulin|knees|hands|feet|legs|Type|day|months|experienced|balance|coenzyme Q10 120
924	LIPITOR.318.txt	headache, chestpain, arrythmia, diarrhea, malaisse, forgetfulness, confusion, back pain and after 1 month a worrisome case of phlebitis(every superficial vein in my one leg is bulging) my veins hurt, severe leg cramps, numbness in ankles and toes. I stopped this statin on july 26th. I have been told it will take at least 3 months for this medication to flush from my system. will have a blood test next week. I take norvasc with no problems. Am not a big supporter of meds. Let me tell you, this lipitor is dangerous and life threatening. Somewhere in the future this will be another vioxx. I will never take any cholesterol lowering meds again, statin or otherwise. Have not been able to use my treadmill for a month due to phlebitis. I refuse to be a guinea pig for any statin drugs. will continue on a balanced diet and exercise. I was an active, energetic 76 yr old. treadmill 5 x's a week for 35 minutes at 3.8 miles per hour. took zetia 5 mgs(i cut the pill in half because i was afraid) afterstopping the lipitor experience. zetia gave me chest tightness, headache. 	0	1	0	1	0	superficial vein|veins|toes|leg|chest tightness|forgetfulness|leg cramps|flush|pain|headache|balanced diet|and exercise|35 minutes|severe|medication|month|week|months|diarrhea|blood test|experience|afraid|numbness|bulging|able|problems|confusion|phlebitis|energetic|miles|norvasc|lipitor|vioxx|zetia|statin|active|cholesterol|norvasc|lipitor|vioxx|drugs|zetia|statin|cholesterol|ankles|back|cut|lowering|active|arrythmia
